ano,id_municipio,id_uf,sigla_uf,nome_municipio,pct_alfabetizados,meta_pct,gap_meta_pct,atingiu_meta,n_avaliados,ponto_corte,camada
2024,4213005,42,SC,Mun_4213005,79.31,62.0,17.310000000000002,True,,743,gold
2024,2408102,24,RN,Mun_2408102,36.32,62.0,-25.68,False,,743,gold
2024,2501609,25,PB,Mun_2501609,45.83,62.0,-16.17,False,,743,gold
2024,1200302,12,AC,Mun_1200302,63.73,62.0,1.7299999999999969,True,,743,gold
2024,2600401,26,PE,Mun_2600401,55.57,62.0,-6.43,False,,743,gold
2024,4103107,41,PR,Mun_4103107,57.37,62.0,-4.630000000000003,False,,743,gold
2024,3305406,33,RJ,Mun_3305406,65.37,62.0,3.3700000000000045,True,,743,gold
2024,4320008,43,RS,Mun_4320008,47.9,62.0,-14.100000000000001,False,,743,gold
2024,2919058,29,BA,Mun_2919058,43.1,62.0,-18.9,False,,743,gold
2024,3304003,33,RJ,Mun_3304003,60.43,62.0,-1.5700000000000003,False,,743,gold
2024,2100105,21,MA,Mun_2100105,93.1,62.0,31.099999999999994,True,,743,gold
2024,2704104,27,AL,Mun_2704104,44.19,62.0,-17.810000000000002,False,,743,gold
2024,2706406,27,AL,Mun_2706406,55.26,62.0,-6.740000000000002,False,,743,gold
2024,2608750,26,PE,Mun_2608750,67.55,62.0,5.549999999999997,True,,743,gold
2024,1500347,15,PA,Mun_1500347,51.4,62.0,-10.600000000000001,False,,743,gold
2024,3521804,35,SP,Mun_3521804,46.71,62.0,-15.29,False,,743,gold
2024,2921005,29,BA,Mun_2921005,56.92,62.0,-5.079999999999998,False,,743,gold
2024,2104081,21,MA,Mun_2104081,77.76,62.0,15.760000000000005,True,,743,gold
2024,2604304,26,PE,Mun_2604304,63.12,62.0,1.1199999999999974,True,,743,gold
2024,2200251,22,PI,Mun_2200251,74.63,62.0,12.629999999999995,True,,743,gold
2024,1600808,16,AP,Mun_1600808,35.39,62.0,-26.61,False,,743,gold
2024,2908002,29,BA,Mun_2908002,39.13,62.0,-22.869999999999997,False,,743,gold
2024,3136702,31,MG,Mun_3136702,54.86,62.0,-7.140000000000001,False,,743,gold
2024,3122405,31,MG,Mun_3122405,67.64,62.0,5.640000000000001,True,,743,gold
2024,2109809,21,MA,Mun_2109809,72.74,62.0,10.739999999999995,True,,743,gold
2024,3144904,31,MG,Mun_3144904,89.37,62.0,27.370000000000005,True,,743,gold
2024,2404200,24,RN,Mun_2404200,35.33,62.0,-26.67,False,,743,gold
2024,1711902,17,TO,Mun_1711902,35.66,62.0,-26.340000000000003,False,,743,gold
2024,2211308,22,PI,Mun_2211308,42.13,62.0,-19.869999999999997,False,,743,gold
2024,2926301,29,BA,Mun_2926301,38.37,62.0,-23.630000000000003,False,,743,gold
2024,3145059,31,MG,Mun_3145059,51.93,62.0,-10.07,False,,743,gold
2024,2108108,21,MA,Mun_2108108,90.57,62.0,28.569999999999993,True,,743,gold
2024,1100031,11,RO,Mun_1100031,75.88,62.0,13.879999999999995,True,,743,gold
2024,2704401,27,AL,Mun_2704401,37.84,62.0,-24.159999999999997,False,,743,gold
2024,2413607,24,RN,Mun_2413607,47.88,62.0,-14.119999999999997,False,,743,gold
2024,3154606,31,MG,Mun_3154606,60.14,62.0,-1.8599999999999994,False,,743,gold
2024,4101002,41,PR,Mun_4101002,70.06,62.0,8.060000000000002,True,,743,gold
2024,3554755,35,SP,Mun_3554755,47.37,62.0,-14.630000000000003,False,,743,gold
2024,2903607,29,BA,Mun_2903607,29.82,62.0,-32.18,False,,743,gold
2024,4314787,43,RS,Mun_4314787,57.9,62.0,-4.100000000000001,False,,743,gold
2024,4313086,43,RS,Mun_4313086,57.9,62.0,-4.100000000000001,False,,743,gold
2024,4217154,42,SC,Mun_4217154,84.21,62.0,22.209999999999994,True,,743,gold
2024,4209177,42,SC,Mun_4209177,57.89,62.0,-4.109999999999999,False,,743,gold
2024,4318200,43,RS,Mun_4318200,44.0,62.0,-18.0,False,,743,gold
2024,2921302,29,BA,Mun_2921302,46.05,62.0,-15.950000000000003,False,,743,gold
2024,3141900,31,MG,Mun_3141900,76.32,62.0,14.319999999999993,True,,743,gold
2024,4308052,43,RS,Mun_4308052,51.9,62.0,-10.100000000000001,False,,743,gold
2024,4215901,42,SC,Mun_4215901,73.68,62.0,11.680000000000007,True,,743,gold
2024,1703305,17,TO,Mun_1703305,28.56,62.0,-33.44,False,,743,gold
2024,2405504,24,RN,Mun_2405504,31.58,62.0,-30.42,False,,743,gold
